,epsilon,epsilon_0,noise,error,runtime
0,0.1,0.0025,0.75,0.18142172720199828,91.29741907119751
1,0.1,0.0025,0.75,0.17308839386866495,92.38865113258362
2,0.1,0.0025,0.75,0.16852299250644937,92.15012907981873
3,0.1,0.0025,1.0,0.1800328383131094,92.19368505477905
4,0.1,0.0025,1.0,0.16745833503951518,92.75603890419006
5,0.1,0.0025,1.0,0.16852299250644937,92.90576004981995
6,0.1,0.0025,1.25,0.16852299250644937,92.90962791442871
7,0.1,0.0025,1.25,0.1772550605353316,93.1130690574646
8,0.1,0.0025,1.25,0.18142172720199828,92.9079360961914
9,0.1,0.003,0.75,0.18142172720199828,66.12053298950195
10,0.1,0.003,0.75,0.17942172720199828,67.78528618812561
11,0.1,0.003,0.75,0.16852299250644937,66.95488214492798
12,0.1,0.003,1.0,0.17342172720199828,66.43545126914978
13,0.1,0.003,1.0,0.16745833503951518,66.24444127082825
14,0.1,0.003,1.0,0.16942172720199827,67.06415605545044
15,0.1,0.003,1.25,0.17342172720199828,67.43626809120178
16,0.1,0.003,1.25,0.17742172720199828,67.44601392745972
17,0.1,0.003,1.25,0.16942172720199827,66.52765011787415
18,0.1,0.0035,0.75,0.16852299250644937,47.71300196647644
19,0.1,0.0035,0.75,0.16852299250644937,47.84583592414856
20,0.1,0.0035,0.75,0.17586617164644272,48.04156184196472
21,0.1,0.0035,1.0,0.19603722206297858,47.46215295791626
22,0.1,0.0035,1.0,0.16852299250644937,47.7889769077301
23,0.1,0.0035,1.0,0.17864394942422052,141.45754718780518
24,0.1,0.0035,1.25,0.16825944428520082,46.740427017211914
25,0.1,0.0035,1.25,0.16852299250644937,47.530460834503174
26,0.1,0.0035,1.25,0.1666393677572581,52.48777484893799
