,epsilon,epsilon_0,noise,error,runtime
0,0.1,0.0025,0.75,0.22943458328435407,49.61621379852295
1,0.1,0.0025,0.75,0.21618809946657602,43.93329620361328
2,0.1,0.0025,0.75,0.22024215352063006,48.18052697181702
3,0.1,0.0025,1.0,0.2188908021692787,43.33871006965637
4,0.1,0.0025,1.0,0.19429944814921893,44.08439612388611
5,0.1,0.0025,1.0,0.22943458328435407,50.548744201660156
6,0.1,0.0025,1.25,0.22024215352063006,41.11582684516907
7,0.1,0.0025,1.25,0.22673188058165136,46.30477595329285
8,0.1,0.0025,1.25,0.21862377247354325,43.648865938186646
9,0.1,0.003,0.75,0.22943458328435407,24.843570947647095
10,0.1,0.003,0.75,0.22943458328435407,24.410574197769165
11,0.1,0.003,0.75,0.21624215352063006,24.62065100669861
12,0.1,0.003,1.0,0.22943458328435407,23.542410135269165
13,0.1,0.003,1.0,0.21824215352063006,23.517247915267944
14,0.1,0.003,1.0,0.2181241330668861,23.150028944015503
15,0.1,0.003,1.25,0.23528929117197603,21.186155796051025
16,0.1,0.003,1.25,0.24673656988362525,22.441556930541992
17,0.1,0.003,1.25,0.23073656988362523,25.043088912963867
18,0.1,0.0035,0.75,0.22943458328435407,18.179455995559692
19,0.1,0.0035,0.75,0.21497899562589323,15.217803001403809
20,0.1,0.0035,0.75,0.22943458328435407,16.360852003097534
21,0.1,0.0035,1.0,0.2311576225152042,15.026309967041016
22,0.1,0.0035,1.0,0.2469470961994147,14.53976583480835
23,0.1,0.0035,1.0,0.22943458328435407,14.87342119216919
24,0.1,0.0035,1.25,0.27107150148793874,14.664114952087402
25,0.1,0.0035,1.25,0.32104675406631067,14.43386721611023
26,0.1,0.0035,1.25,0.286420780409941,14.672660112380981
