,epsilon,epsilon_0,noise,error,runtime,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1
111,0.2,0.006999999999999999,2.0,0.5388666849522615,18.147841691970825,66.0,21.0,21.0,,,
112,0.2,0.006999999999999999,2.0,0.5597070386479108,18.206563711166385,67.0,22.0,22.0,,,
113,0.2,0.006999999999999999,2.0,0.5444222405078171,18.270087003707886,68.0,23.0,23.0,,,
114,0.2,0.006999999999999999,3.0,0.6930403719812442,18.279490947723392,69.0,24.0,24.0,,,
115,0.2,0.006999999999999999,3.0,0.7520688844481015,18.19486427307129,70.0,25.0,25.0,,,
116,0.2,0.006999999999999999,3.0,0.7187355511147682,18.38182187080384,71.0,26.0,26.0,,,
117,0.2,0.009000000000000001,1.0,0.5108181497590221,10.433419942855837,72.0,27.0,27.0,,,
118,0.2,0.009000000000000001,1.0,0.5444222405078171,10.372005939483644,73.0,28.0,28.0,,,
119,0.2,0.009000000000000001,1.0,0.5008181497590221,10.432149887084961,74.0,29.0,29.0,,,
120,0.2,0.009000000000000001,2.0,0.7320688844481016,10.374616861343382,75.0,30.0,30.0,,,
121,0.2,0.009000000000000001,2.0,0.7420688844481016,10.354433774948118,76.0,31.0,31.0,,,
122,0.2,0.009000000000000001,2.0,0.7862383919125426,10.311824798583984,77.0,32.0,32.0,,,
123,0.2,0.009000000000000001,3.0,0.8407088280239803,10.319453954696657,78.0,33.0,33.0,,,
124,0.2,0.009000000000000001,3.0,0.8307088280239803,10.266250133514404,79.0,34.0,34.0,,,
125,0.2,0.009000000000000001,3.0,0.8608181497590219,10.25596809387207,80.0,35.0,35.0,,,
126,0.2,0.011000000000000001,1.0,0.7466106343795306,6.471638917922974,81.0,36.0,36.0,,,
127,0.2,0.011000000000000001,1.0,0.6795717252458761,6.470908880233765,82.0,37.0,37.0,,,
128,0.2,0.011000000000000001,1.0,0.7132773010461972,6.4850850105285645,83.0,38.0,38.0,,,
129,0.2,0.011000000000000001,2.0,0.8629050585792093,6.446951150894165,84.0,39.0,39.0,,,
130,0.2,0.011000000000000001,2.0,0.8374848164256886,6.428662061691284,85.0,40.0,40.0,,,
131,0.2,0.011000000000000001,2.0,0.8773754946906469,6.445646047592162,86.0,41.0,41.0,,,
132,0.2,0.011000000000000001,3.0,0.9107088280239802,6.466320991516112,87.0,42.0,42.0,,,
133,0.2,0.011000000000000001,3.0,0.8940421613573135,6.4378509521484375,88.0,43.0,43.0,,,
134,0.2,0.011000000000000001,3.0,0.9041514830923552,6.477890968322754,89.0,44.0,44.0,,,
135,0.15,0.003,1.0,0.21227224638532974,104.43991303443909,90.0,45.0,0.0,0.0,,
136,0.15,0.003,1.0,0.21227224638532974,98.01681208610536,91.0,46.0,1.0,1.0,,
137,0.15,0.003,1.0,0.21227224638532974,98.73092412948608,92.0,47.0,2.0,2.0,,
138,0.15,0.003,2.0,0.23776443740043696,84.87735795974731,93.0,48.0,3.0,3.0,,
139,0.15,0.003,2.0,0.2498334029176784,82.21854782104492,94.0,49.0,4.0,4.0,,
140,0.15,0.003,2.0,0.2291437477452645,82.4859220981598,95.0,50.0,5.0,5.0,,
141,0.15,0.003,3.0,0.30396043015285584,81.72531819343567,96.0,51.0,6.0,6.0,,
142,0.15,0.003,3.0,0.335487002590159,81.57795405387878,97.0,52.0,7.0,7.0,,
143,0.15,0.003,3.0,0.3216938991418832,81.44100713729857,98.0,53.0,8.0,8.0,,
144,0.15,0.005,1.0,0.3416938991418832,20.580274105072018,99.0,54.0,9.0,9.0,,
145,0.15,0.005,1.0,0.31367109439285296,20.44933032989502,100.0,55.0,10.0,10.0,,
146,0.15,0.005,1.0,0.3248224991183731,20.44562816619873,101.0,56.0,11.0,11.0,,
147,0.15,0.005,2.0,0.529422240507817,20.299302816390988,102.0,57.0,12.0,12.0,,
148,0.15,0.005,2.0,0.535818149759022,20.354640007019047,103.0,58.0,13.0,13.0,,
149,0.15,0.005,2.0,0.525818149759022,20.372520923614506,104.0,59.0,14.0,14.0,,
150,0.15,0.005,3.0,0.6820688844481015,20.29607391357422,105.0,60.0,15.0,15.0,,
151,0.15,0.005,3.0,0.660818149759022,20.155368089675907,106.0,61.0,16.0,16.0,,
152,0.15,0.005,3.0,0.6370688844481015,20.252897024154663,107.0,62.0,17.0,17.0,,
153,0.15,0.006999999999999999,1.0,0.6232773010461973,9.386240005493164,108.0,63.0,18.0,18.0,,
154,0.15,0.006999999999999999,1.0,0.5457623133889737,9.378463983535768,109.0,64.0,19.0,19.0,,
155,0.15,0.006999999999999999,1.0,0.5457623133889737,9.389315843582152,110.0,65.0,20.0,20.0,,
156,0.15,0.006999999999999999,2.0,0.820818149759022,9.392205953598024,111.0,66.0,21.0,21.0,,
157,0.15,0.006999999999999999,2.0,0.770818149759022,9.32067894935608,112.0,67.0,22.0,22.0,,
158,0.15,0.006999999999999999,2.0,0.7232773010461973,9.405211210250853,113.0,68.0,23.0,23.0,,
159,0.15,0.006999999999999999,3.0,0.8462383919125426,9.334838151931764,114.0,69.0,24.0,24.0,,
160,0.15,0.006999999999999999,3.0,0.810818149759022,9.327257871627806,115.0,70.0,25.0,25.0,,
161,0.15,0.006999999999999999,3.0,0.8508181497590219,9.336350917816162,116.0,71.0,26.0,26.0,,
162,0.15,0.009000000000000001,1.0,0.8020688844481015,5.500691890716553,117.0,72.0,27.0,27.0,,
163,0.15,0.009000000000000001,1.0,0.820818149759022,5.5297720432281485,118.0,73.0,28.0,28.0,,
164,0.15,0.009000000000000001,1.0,0.8020688844481015,5.527275085449219,119.0,74.0,29.0,29.0,,
165,0.15,0.009000000000000001,2.0,0.8607088280239802,5.487458944320679,120.0,75.0,30.0,30.0,,
166,0.15,0.009000000000000001,2.0,0.8541514830923553,5.490609169006348,121.0,76.0,31.0,31.0,,
167,0.15,0.009000000000000001,2.0,0.8874848164256887,5.544196844100952,122.0,77.0,32.0,32.0,,
168,0.15,0.009000000000000001,3.0,0.929571725245876,5.500032186508179,123.0,78.0,33.0,33.0,,
169,0.15,0.009000000000000001,3.0,0.9107088280239802,5.547149896621704,124.0,79.0,34.0,34.0,,
170,0.15,0.009000000000000001,3.0,0.9107088280239802,5.534856796264648,125.0,80.0,35.0,35.0,,
171,0.15,0.011,1.0,0.845818149759022,3.781383752822877,126.0,81.0,36.0,36.0,,
172,0.15,0.011,1.0,0.8857088280239802,3.7490038871765137,127.0,82.0,37.0,37.0,,
173,0.15,0.011,1.0,0.920818149759022,3.7471098899841313,128.0,83.0,38.0,38.0,,
174,0.15,0.011,2.0,0.9107088280239802,3.764047861099243,129.0,84.0,39.0,39.0,,
175,0.15,0.011,2.0,0.920818149759022,3.779351234436035,130.0,85.0,40.0,40.0,,
176,0.15,0.011,2.0,0.920818149759022,3.799698829650879,131.0,86.0,41.0,41.0,,
177,0.15,0.011,3.0,0.920818149759022,3.73606276512146,132.0,87.0,42.0,42.0,,
178,0.15,0.011,3.0,0.920818149759022,3.737089157104492,133.0,88.0,43.0,43.0,,
179,0.15,0.011,3.0,0.920818149759022,3.7530338764190674,134.0,89.0,44.0,44.0,,
180,0.05,0.003,1.0,0.8020688844481015,5.588090181350708,135.0,90.0,45.0,0.0,0.0,
181,0.05,0.003,1.0,0.770818149759022,5.534372806549072,136.0,91.0,46.0,1.0,1.0,
182,0.05,0.003,1.0,0.820818149759022,5.587544918060303,137.0,92.0,47.0,2.0,2.0,
183,0.05,0.003,2.0,0.8462383919125426,5.596939086914063,138.0,93.0,48.0,3.0,3.0,
184,0.05,0.003,2.0,0.9107088280239802,5.564676761627197,139.0,94.0,49.0,4.0,4.0,
185,0.05,0.003,2.0,0.8440421613573136,5.518810749053955,140.0,95.0,50.0,5.0,5.0,
186,0.05,0.003,3.0,0.9041514830923552,5.536849021911621,141.0,96.0,51.0,6.0,6.0,
187,0.05,0.003,3.0,0.920818149759022,5.535582065582275,142.0,97.0,52.0,7.0,7.0,
188,0.05,0.003,3.0,0.8874848164256887,5.547531127929688,143.0,98.0,53.0,8.0,8.0,
189,0.05,0.005,1.0,0.9962383919125426,2.059123039245605,144.0,99.0,54.0,9.0,9.0,
190,0.05,0.005,1.0,0.920818149759022,2.0690021514892583,145.0,100.0,55.0,10.0,10.0,
191,0.05,0.005,1.0,0.9962383919125426,2.0737028121948238,146.0,101.0,56.0,11.0,11.0,
192,0.05,0.005,2.0,0.9962383919125426,2.0600180625915527,147.0,102.0,57.0,12.0,12.0,
193,0.05,0.005,2.0,0.920818149759022,2.0706102848052983,148.0,103.0,58.0,13.0,13.0,
194,0.05,0.005,2.0,0.9462383919125426,2.076037883758545,149.0,104.0,59.0,14.0,14.0,
195,0.05,0.005,3.0,0.9962383919125426,2.082700252532959,150.0,105.0,60.0,15.0,15.0,
196,0.05,0.005,3.0,0.9962383919125426,2.0951080322265625,151.0,106.0,61.0,16.0,16.0,
197,0.05,0.005,3.0,0.9962383919125426,2.059128999710083,152.0,107.0,62.0,17.0,17.0,
198,0.05,0.006999999999999999,1.0,0.9962383919125426,1.2441520690917969,153.0,108.0,63.0,18.0,18.0,
199,0.05,0.006999999999999999,1.0,0.9962383919125426,1.241434097290039,154.0,109.0,64.0,19.0,19.0,
200,0.05,0.006999999999999999,1.0,0.9962383919125426,1.2264142036437988,155.0,110.0,65.0,20.0,20.0,
201,0.05,0.006999999999999999,2.0,0.9962383919125426,1.229060173034668,156.0,111.0,66.0,21.0,21.0,
202,0.05,0.006999999999999999,2.0,0.9962383919125426,1.236600637435913,157.0,112.0,67.0,22.0,22.0,
203,0.05,0.006999999999999999,2.0,0.9962383919125426,1.2394969463348389,158.0,113.0,68.0,23.0,23.0,
204,0.05,0.006999999999999999,3.0,0.9962383919125426,1.243051052093506,159.0,114.0,69.0,24.0,24.0,
205,0.05,0.006999999999999999,3.0,0.9962383919125426,1.2479510307312012,160.0,115.0,70.0,25.0,25.0,
206,0.05,0.006999999999999999,3.0,0.9962383919125426,1.2141120433807373,161.0,116.0,71.0,26.0,26.0,
207,0.05,0.009000000000000001,1.0,0.9962383919125426,0.4749641418457031,162.0,117.0,72.0,27.0,27.0,
208,0.05,0.009000000000000001,1.0,0.9962383919125426,0.4728829860687256,163.0,118.0,73.0,28.0,28.0,
209,0.05,0.009000000000000001,1.0,0.9962383919125426,0.4772269725799561,164.0,119.0,74.0,29.0,29.0,
210,0.05,0.009000000000000001,2.0,0.9962383919125426,0.4887311458587647,165.0,120.0,75.0,30.0,30.0,
211,0.05,0.009000000000000001,2.0,0.9962383919125426,0.48048996925354,166.0,121.0,76.0,31.0,31.0,
212,0.05,0.009000000000000001,2.0,0.9962383919125426,0.4814021587371826,167.0,122.0,77.0,32.0,32.0,
213,0.05,0.009000000000000001,3.0,0.9962383919125426,0.4675941467285156,168.0,123.0,78.0,33.0,33.0,
214,0.05,0.009000000000000001,3.0,0.9962383919125426,0.4645540714263916,169.0,124.0,79.0,34.0,34.0,
215,0.05,0.009000000000000001,3.0,0.9962383919125426,0.4709188938140869,170.0,125.0,80.0,35.0,35.0,
216,0.05,0.011000000000000001,1.0,0.9962383919125426,0.4620921611785889,171.0,126.0,81.0,36.0,36.0,
217,0.05,0.011000000000000001,1.0,0.9962383919125426,0.4603409767150879,172.0,127.0,82.0,37.0,37.0,
218,0.05,0.011000000000000001,1.0,0.9962383919125426,0.4714558124542236,173.0,128.0,83.0,38.0,38.0,
219,0.05,0.011000000000000001,2.0,0.9962383919125426,0.4740281105041504,174.0,129.0,84.0,39.0,39.0,
220,0.05,0.011000000000000001,2.0,0.9962383919125426,0.4853031635284424,175.0,130.0,85.0,40.0,40.0,
221,0.05,0.011000000000000001,2.0,0.9962383919125426,0.4906187057495117,176.0,131.0,86.0,41.0,41.0,
222,0.05,0.011000000000000001,3.0,0.9962383919125426,0.478762149810791,177.0,132.0,87.0,42.0,42.0,
223,0.05,0.011000000000000001,3.0,0.9962383919125426,0.4886541366577149,178.0,133.0,88.0,43.0,43.0,
224,0.05,0.011000000000000001,3.0,0.9962383919125426,0.4795527458190918,179.0,134.0,89.0,44.0,44.0,
225,0.1,0.0025,0.75,0.2613142118255554,64.22236514091493,180.0,135.0,90.0,45.0,0.0,0.0
226,0.1,0.0025,0.75,0.26881693613208835,61.30520081520081,181.0,136.0,91.0,46.0,1.0,1.0
227,0.1,0.0025,0.75,0.2903068697003104,55.998300075531006,182.0,137.0,92.0,47.0,2.0,2.0
228,0.1,0.0025,1.0,0.2611032567774074,57.27621603012085,183.0,138.0,93.0,48.0,3.0,3.0
229,0.1,0.0025,1.0,0.28855537093458805,50.58691573143005,184.0,139.0,94.0,49.0,4.0,4.0
230,0.1,0.0025,1.0,0.33703436597523817,53.270792961120605,185.0,140.0,95.0,50.0,5.0,5.0
231,0.1,0.0025,1.25,0.3721695011103734,49.13341188430786,186.0,141.0,96.0,51.0,6.0,6.0
232,0.1,0.0025,1.25,0.3451424740833463,50.141526699066155,187.0,142.0,97.0,52.0,7.0,7.0
233,0.1,0.0025,1.25,0.3546019335428058,46.95816993713379,188.0,143.0,98.0,53.0,8.0,8.0
234,0.1,0.003,0.75,0.3587088280239802,30.50557589530945,189.0,144.0,99.0,54.0,9.0,9.0
235,0.1,0.003,0.75,0.33423839191254257,29.809499025344852,190.0,145.0,100.0,55.0,10.0,10.0
236,0.1,0.003,0.75,0.406818149759022,31.80732798576355,191.0,146.0,101.0,56.0,11.0,11.0
237,0.1,0.003,1.0,0.422818149759022,27.63045310974121,192.0,147.0,102.0,57.0,12.0,12.0
238,0.1,0.003,1.0,0.3847088280239802,31.492797136306766,193.0,148.0,103.0,58.0,13.0,13.0
239,0.1,0.003,1.0,0.3708181497590219,31.05904531478882,194.0,149.0,104.0,59.0,14.0,14.0
240,0.1,0.003,1.25,0.470818149759022,30.257237911224365,195.0,150.0,105.0,60.0,15.0,15.0
241,0.1,0.003,1.25,0.476818149759022,28.104233980178837,196.0,151.0,106.0,61.0,16.0,16.0
242,0.1,0.003,1.25,0.472818149759022,28.19114279747009,197.0,152.0,107.0,62.0,17.0,17.0
243,0.1,0.0035,0.75,0.3922877753924013,19.782617092132565,198.0,153.0,108.0,63.0,18.0,18.0
