,epsilon,epsilon_0,noise,error,runtime
0,0.1,0.0025,0.75,0.1675328383131094,18.843586206436157
1,0.1,0.0025,0.75,0.14453060662726525,18.0192711353302
2,0.1,0.0025,0.75,0.1800328383131094,18.617602109909058
3,0.1,0.0025,1.0,0.17864394942422052,17.680169105529785
4,0.1,0.0025,1.0,0.18142172720199828,15.987481832504272
5,0.1,0.0025,1.0,0.16336617164644274,17.005195140838623
6,0.1,0.0025,1.25,0.1675328383131094,16.747981071472168
7,0.1,0.0025,1.25,0.14591949551615413,16.75867486000061
8,0.1,0.0025,1.25,0.14591949551615413,17.35108995437622
9,0.1,0.003,0.75,0.14591949551615413,11.52749490737915
10,0.1,0.003,0.75,0.14591949551615413,10.577586889266968
11,0.1,0.003,0.75,0.14591949551615413,10.929283142089844
12,0.1,0.003,1.0,0.14591949551615413,10.81054401397705
13,0.1,0.003,1.0,0.13314360591294377,10.554602146148682
14,0.1,0.003,1.0,0.14591949551615413,11.410851240158081
15,0.1,0.003,1.25,0.14591949551615413,10.54099702835083
16,0.1,0.003,1.25,0.14591949551615413,11.018707275390625
17,0.1,0.003,1.25,0.14591949551615413,11.177446126937866
18,0.1,0.0035,0.75,0.14591949551615413,7.835755825042725
19,0.1,0.0035,0.75,0.1309528684329061,7.8716819286346436
20,0.1,0.0035,0.75,0.14808839386866496,8.159981727600098
21,0.1,0.0035,1.0,0.14591949551615413,7.777021884918213
22,0.1,0.0035,1.0,0.1309528684329061,7.6971659660339355
23,0.1,0.0035,1.0,0.13314360591294377,7.914758682250977
24,0.1,0.0035,1.25,0.14591949551615413,7.853662967681885
25,0.1,0.0035,1.25,0.14591949551615413,7.6870198249816895
26,0.1,0.0035,1.25,0.14591949551615413,7.380244016647339
