,epsilon,epsilon_0,noise,error,runtime
0,0.1,0.0025,0.75,0.17447728275755384,96.50028109550476
1,0.1,0.0025,0.75,0.16852299250644937,92.97616505622864
2,0.1,0.0025,0.75,0.18142172720199828,90.96384906768799
3,0.1,0.0025,1.0,0.18142172720199828,94.97800326347351
4,0.1,0.0025,1.0,0.16852299250644937,96.25979399681091
5,0.1,0.0025,1.0,0.1800328383131094,96.46835398674011
6,0.1,0.0025,1.25,0.18142172720199828,93.55132389068604
7,0.1,0.0025,1.25,0.18142172720199828,93.96408605575562
8,0.1,0.0025,1.25,0.17308839386866495,98.68986701965332
9,0.1,0.003,0.75,0.1626393677572581,63.85461211204529
10,0.1,0.003,0.75,0.16852299250644937,67.14817595481873
11,0.1,0.003,0.75,0.17942172720199828,67.59745264053345
12,0.1,0.003,1.0,0.16852299250644937,64.14651870727539
13,0.1,0.003,1.0,0.17742172720199828,62.123278856277466
14,0.1,0.003,1.0,0.17942172720199828,62.34065771102905
15,0.1,0.003,1.25,0.18142172720199828,62.071887254714966
16,0.1,0.003,1.25,0.18142172720199828,62.41492295265198
17,0.1,0.003,1.25,0.17942172720199828,62.65325593948364
18,0.1,0.0035,0.75,0.14808839386866496,45.322346925735474
19,0.1,0.0035,0.75,0.16745833503951518,45.1661319732666
20,0.1,0.0035,0.75,0.16745833503951518,45.192229986190796
21,0.1,0.0035,1.0,0.18142172720199828,45.49569296836853
22,0.1,0.0035,1.0,0.16852299250644937,45.18225693702698
23,0.1,0.0035,1.0,0.16852299250644937,45.3160400390625
24,0.1,0.0035,1.25,0.17864394942422052,44.970637798309326
25,0.1,0.0035,1.25,0.16852299250644937,45.336106061935425
26,0.1,0.0035,1.25,0.16852299250644937,45.221076250076294
