,epsilon,epsilon_0,noise,error,runtime
0,0.1,0.0025,0.75,0.2218565305816033,88.77380132675171
1,0.1,0.0025,0.75,0.196706500325312,91.86265301704407
2,0.1,0.0025,0.75,0.15668277302321773,89.1137809753418
3,0.1,0.0025,1.0,0.15352480105919766,88.92934584617615
4,0.1,0.0025,1.0,0.17911747175700332,89.05710315704346
5,0.1,0.0025,1.0,0.13736851025301536,88.48578882217407
6,0.1,0.0025,1.25,0.19090280905777815,88.39841485023499
7,0.1,0.0025,1.25,0.1661129537874962,87.42626094818115
8,0.1,0.0025,1.25,0.20201392016888925,86.17373704910278
9,0.1,0.003,0.75,0.22059538921420088,61.34375309944153
10,0.1,0.003,0.75,0.21668277302321773,60.70865774154663
11,0.1,0.003,0.75,0.2226827730232177,57.536700963974
12,0.1,0.003,1.0,0.19682298022194014,57.786771297454834
13,0.1,0.003,1.0,0.24468277302321773,60.52158212661743
14,0.1,0.003,1.0,0.19439023790999554,60.1906259059906
15,0.1,0.003,1.25,0.20940280905777814,59.91877198219299
16,0.1,0.003,1.25,0.20564628803079316,60.64440703392029
17,0.1,0.003,1.25,0.2045953892142009,59.79087686538696
18,0.1,0.0035,0.75,0.24520312663509092,43.80320191383362
19,0.1,0.0035,0.75,0.23723832857877328,43.663877964019775
20,0.1,0.0035,0.75,0.22726205588086756,43.86811089515686
21,0.1,0.0035,1.0,0.2573812838677095,43.644381046295166
22,0.1,0.0035,1.0,0.23951392016888925,43.824613094329834
23,0.1,0.0035,1.0,0.21931295469745982,44.75906205177307
24,0.1,0.0035,1.25,0.26521754955889515,43.874382972717285
25,0.1,0.0035,1.25,0.3046871089999954,44.30781006813049
26,0.1,0.0035,1.25,0.26579822011110654,43.95223593711853
