,epsilon,epsilon_0,noise,error,runtime
0,0.1,0.0025,0.75,0.3123904320448343,239.76583814620972
1,0.1,0.0025,0.75,0.3271425122077526,246.9457049369812
2,0.1,0.0025,0.75,0.30477524073974055,245.3525152206421
3,0.1,0.0025,1.0,0.30822359328883364,244.8087329864502
4,0.1,0.0025,1.0,0.30612659209109194,244.04463601112366
5,0.1,0.0025,1.0,0.28394533595544524,244.9192979335785
6,0.1,0.0025,1.25,0.32068709711239396,243.3664960861206
7,0.1,0.0025,1.25,0.32579116085640125,242.57578015327454
8,0.1,0.0025,1.25,0.3305695786299994,242.0626449584961
9,0.1,0.003,0.75,0.3010995650640649,162.53239917755127
10,0.1,0.003,0.75,0.33752556717996945,162.67561197280884
11,0.1,0.003,0.75,0.323289291171976,162.55510807037354
12,0.1,0.003,1.0,0.3619941224873633,170.21499705314636
13,0.1,0.003,1.0,0.37744210650052895,161.36929392814636
14,0.1,0.003,1.0,0.42087786528741034,161.4702808856964
15,0.1,0.003,1.25,0.4049533325496649,161.50275111198425
16,0.1,0.003,1.25,0.41776842600211594,161.22768378257751
17,0.1,0.003,1.25,0.3817047137651346,160.9619472026825
18,0.1,0.0035,0.75,0.3722392704460104,123.1947877407074
19,0.1,0.0035,0.75,0.3760933720218025,122.95813989639282
20,0.1,0.0035,0.75,0.3879684222900026,123.47453689575195
21,0.1,0.0035,1.0,0.45638947492158155,122.34457993507385
22,0.1,0.0035,1.0,0.47074576355076003,123.10577511787415
23,0.1,0.0035,1.0,0.49323158018473945,127.29690074920654
24,0.1,0.0035,1.25,0.4979304968663577,136.97058296203613
25,0.1,0.0035,1.25,0.5365352372349705,126.15492105484009
26,0.1,0.0035,1.25,0.4887157944231686,126.01029896736145
