,epsilon,epsilon_0,noise,mean tune error,std tune error,runtime
0,0.1,0.0025,0.5,0.279941415495665,0.0013222792819282726,"[225.27172803878784, 261.3575088977814, 268.4925072193146]"
1,0.1,0.0025,1.0,0.2778159586646715,0.007939553292325681,"[201.16411995887756, 225.3501100540161, 237.08976101875305]"
2,0.1,0.0025,1.5,0.3413711230920588,0.010882578440903139,"[220.54308319091797, 213.19452214241028, 210.63427090644836]"
3,0.1,0.003,0.5,0.2962941264057051,0.0014325898042431005,"[149.46985292434692, 144.33871006965637, 135.2642080783844]"
4,0.1,0.003,1.0,0.31756962501469377,0.002767345868296336,"[133.56366276741028, 130.20539689064026, 133.63542914390564]"
5,0.1,0.003,1.5,0.4655508796677246,0.011438369324469172,"[127.91646003723145, 124.98035597801208, 122.157390832901]"
6,0.1,0.0035,0.5,0.33700502578887565,0.007484574221882266,"[98.0062267780304, 96.77322506904602, 91.76980996131897]"
7,0.1,0.0035,1.0,0.43004840183213416,0.015809646255129307,"[106.52055501937866, 101.07268381118774, 103.15920090675354]"
8,0.1,0.0035,1.5,0.5255468045922965,0.0037210003576241394,"[100.81541514396667, 99.93829798698425, 90.34913206100464]"
