,epsilon,epsilon_0,noise,mean tune error,std tune error,runtime
0,0.1,0.0025,0.5,0.2779259899372748,0.004923365021193159,"[180.58368015289307, 188.66367602348328, 182.8253538608551]"
1,0.1,0.0025,1.0,0.2573193459122694,0.0055976323467758545,"[181.987802028656, 174.53741097450256, 157.1915578842163]"
2,0.1,0.0025,1.5,0.3387861400838948,0.031746535554481974,"[147.88478302955627, 140.42512893676758, 144.82630801200867]"
3,0.1,0.003,0.5,0.2875700481956036,0.007735822765514956,"[97.65070796012878, 98.07530379295349, 99.66974210739136]"
4,0.1,0.003,1.0,0.31344138552564554,0.012842737909431665,"[86.87823700904846, 84.227224111557, 84.07196807861328]"
5,0.1,0.003,1.5,0.421249951020728,0.00723465339317204,"[83.17840313911438, 83.02008891105652, 82.67687916755676]"
6,0.1,0.0035,0.5,0.3098186632680207,0.02259403862204036,"[64.02991271018982, 65.20378804206848, 65.09798502922058]"
7,0.1,0.0035,1.0,0.37776906118593767,0.01975900494562468,"[61.11835193634033, 61.141512870788574, 60.53334188461304]"
8,0.1,0.0035,1.5,0.504213908463412,0.013237988018095838,"[62.70047378540039, 65.54472303390503, 59.05969190597534]"
