,epsilon,epsilon_0,noise,mean tune error,std tune error,runtime
0,0.1,0.0025,0.5,0.22889404274381353,0.00044134950320417175,"[135.89778208732605, 127.76207518577576, 127.1971480846405]"
1,0.1,0.0025,1.0,0.21368469209776367,0.016453250918455075,"[95.23909187316895, 97.74069499969482, 99.42092084884644]"
2,0.1,0.0025,1.5,0.2515281850558681,0.006561138770555312,"[101.93346929550171, 88.73889589309692, 90.60318803787231]"
3,0.1,0.003,0.5,0.21397296344187142,0.01364542087087802,"[63.76578712463379, 59.98419404029846, 62.94168400764465]"
4,0.1,0.003,1.0,0.20011767563966928,0.008765774546579926,"[50.76589798927307, 49.74450397491455, 49.41918587684631]"
5,0.1,0.003,1.5,0.27610827161945056,0.01772298289850068,"[46.965681076049805, 45.57267904281616, 45.43054485321045]"
6,0.1,0.0035,0.5,0.21705571675751034,0.011081622944393722,"[38.37585377693176, 38.93246579170227, 40.1025972366333]"
7,0.1,0.0035,1.0,0.239162134795081,0.004885370796727021,"[32.000481843948364, 32.13903069496155, 30.699431896209717]"
8,0.1,0.0035,1.5,0.33207496818925175,0.020017776015131678,"[31.29822015762329, 31.736894130706787, 31.431843996047974]"
